NPI,State,Login Time,Logout Time,Usage Time (mins),Count of Survey Attempts,Active Duration,Speciality_General Practice,Speciality_Neurology,Speciality_Oncology,Speciality_Orthopedics,Speciality_Pediatrics,Speciality_Radiology,Region_Northeast,Region_South,Region_West
1000000229,CA,2025-03-08 06:23:00,2025-03-08 07:33:00,70,3,70.0,False,False,False,False,True,False,False,False,False
1000000230,TX,2025-03-08 06:45:00,2025-03-08 08:18:00,93,9,93.0,False,False,False,False,False,False,False,True,False
1000000231,PA,2025-03-08 14:37:00,2025-03-08 16:09:00,92,3,92.0,False,False,False,False,False,True,False,False,False
1000000232,NC,2025-03-08 09:51:00,2025-03-08 09:58:00,7,0,7.0,False,False,False,False,False,False,False,False,False
1000000233,OH,2025-03-08 10:54:00,2025-03-08 11:42:00,48,0,48.0,True,False,False,False,False,False,False,True,False
1000000234,NY,2025-03-08 09:02:00,2025-03-08 09:19:00,17,10,17.0,False,False,False,False,True,False,False,False,False
1000000235,FL,2025-03-08 20:40:00,2025-03-08 20:59:00,19,4,19.0,False,False,False,False,False,False,False,False,True
1000000236,MI,2025-03-08 18:11:00,2025-03-08 18:51:00,40,9,40.0,False,True,False,False,False,False,False,False,False
1000000237,NY,2025-03-08 15:38:00,2025-03-08 17:36:00,118,9,118.0,False,False,False,True,False,False,False,False,True
1000000238,PA,2025-03-08 08:00:00,2025-03-08 09:21:00,81,7,81.0,False,False,False,False,False,False,False,False,True
1000000239,CA,2025-03-08 10:33:00,2025-03-08 11:09:00,36,4,36.0,False,False,False,False,False,False,False,False,False
1000000240,NY,2025-03-08 19:27:00,2025-03-08 19:57:00,30,7,30.0,False,False,False,False,False,False,True,False,False
1000000241,NC,2025-03-08 16:31:00,2025-03-08 17:54:00,83,0,83.0,True,False,False,False,False,False,True,False,False
1000000242,CA,2025-03-08 20:18:00,2025-03-08 20:55:00,37,3,37.0,False,False,False,True,False,False,False,False,False
1000000243,MI,2025-03-08 07:35:00,2025-03-08 09:05:00,90,0,90.0,False,False,False,False,False,False,False,False,True
1000000244,CA,2025-03-08 12:16:00,2025-03-08 13:31:00,75,6,75.0,False,False,False,False,False,False,True,False,False
1000000245,FL,2025-03-08 15:53:00,2025-03-08 16:28:00,35,2,35.0,False,True,False,False,False,False,False,False,False
1000000246,FL,2025-03-08 17:22:00,2025-03-08 17:31:00,9,3,9.0,False,False,True,False,False,False,False,False,False
1000000247,IL,2025-03-08 12:28:00,2025-03-08 13:41:00,73,0,73.0,False,False,True,False,False,False,False,False,False
1000000248,FL,2025-03-08 17:39:00,2025-03-08 18:50:00,71,6,71.0,False,False,False,False,False,False,False,False,True
1000000249,PA,2025-03-08 14:49:00,2025-03-08 16:01:00,72,8,72.0,False,False,False,False,True,False,False,True,False
1000000250,IL,2025-03-08 07:05:00,2025-03-08 07:26:00,21,9,21.0,True,False,False,False,False,False,False,True,False
1000000251,NC,2025-03-08 20:09:00,2025-03-08 21:52:00,103,4,103.0,False,True,False,False,False,False,False,True,False
1000000252,NY,2025-03-08 19:52:00,2025-03-08 20:39:00,47,6,47.0,False,False,False,True,False,False,False,True,False
1000000253,TX,2025-03-08 14:39:00,2025-03-08 16:04:00,85,3,85.0,True,False,False,False,False,False,False,False,False
1000000254,OH,2025-03-08 10:25:00,2025-03-08 11:31:00,66,4,66.0,False,True,False,False,False,False,False,False,False
1000000255,CA,2025-03-08 14:59:00,2025-03-08 16:01:00,62,5,62.0,False,False,True,False,False,False,False,False,False
1000000256,OH,2025-03-08 17:12:00,2025-03-08 18:57:00,105,2,105.0,False,False,False,False,False,False,False,False,True
1000000257,MI,2025-03-08 15:20:00,2025-03-08 15:26:00,6,9,6.0,False,False,False,False,False,False,True,False,False
1000000258,CA,2025-03-08 08:31:00,2025-03-08 09:27:00,56,6,56.0,False,False,False,True,False,False,True,False,False
1000000259,CA,2025-03-08 08:25:00,2025-03-08 10:07:00,102,3,102.0,False,True,False,False,False,False,False,True,False
1000000260,NY,2025-03-08 15:21:00,2025-03-08 16:05:00,44,4,44.0,False,False,True,False,False,False,True,False,False
1000000261,TX,2025-03-08 12:16:00,2025-03-08 13:25:00,69,5,69.0,True,False,False,False,False,False,True,False,False
1000000262,OH,2025-03-08 07:58:00,2025-03-08 08:27:00,29,6,29.0,True,False,False,False,False,False,False,True,False
1000000263,FL,2025-03-08 17:52:00,2025-03-08 18:00:00,8,7,8.0,False,False,True,False,False,False,False,False,True
1000000264,FL,2025-03-08 14:38:00,2025-03-08 16:37:00,119,3,119.0,False,False,False,False,False,True,False,True,False
1000000265,MI,2025-03-08 17:22:00,2025-03-08 18:47:00,85,6,85.0,False,True,False,False,False,False,False,False,True
1000000266,GA,2025-03-08 11:46:00,2025-03-08 13:24:00,98,7,98.0,False,False,False,False,True,False,False,False,True
1000000267,IL,2025-03-08 07:39:00,2025-03-08 08:37:00,58,7,58.0,False,False,True,False,False,False,False,False,False
1000000268,PA,2025-03-08 11:49:00,2025-03-08 13:21:00,92,4,92.0,False,False,False,False,True,False,False,True,False
1000000269,NY,2025-03-08 12:54:00,2025-03-08 13:02:00,8,3,8.0,False,False,False,True,False,False,False,False,False
1000000270,OH,2025-03-08 08:32:00,2025-03-08 10:01:00,89,2,89.0,True,False,False,False,False,False,False,False,False
1000000271,PA,2025-03-08 16:42:00,2025-03-08 17:51:00,69,3,69.0,False,True,False,False,False,False,False,False,True
1000000272,CA,2025-03-08 13:35:00,2025-03-08 15:12:00,97,9,97.0,False,False,False,False,True,False,False,False,False
1000000273,GA,2025-03-08 09:18:00,2025-03-08 10:01:00,43,7,43.0,False,False,False,True,False,False,False,True,False
1000000274,FL,2025-03-08 16:12:00,2025-03-08 17:17:00,65,7,65.0,False,False,False,False,False,True,False,False,False
1000000275,OH,2025-03-08 06:27:00,2025-03-08 07:43:00,76,10,76.0,False,False,False,False,True,False,True,False,False
1000000276,OH,2025-03-08 09:06:00,2025-03-08 10:38:00,92,4,92.0,False,False,False,False,False,True,False,False,False
1000000277,CA,2025-03-08 11:31:00,2025-03-08 13:17:00,106,6,106.0,False,False,True,False,False,False,False,False,True
1000000278,TX,2025-03-08 18:35:00,2025-03-08 19:36:00,61,1,61.0,False,True,False,False,False,False,False,False,True
1000000279,NY,2025-03-08 13:34:00,2025-03-08 13:40:00,6,4,6.0,False,False,False,False,True,False,False,True,False
1000000280,PA,2025-03-08 12:50:00,2025-03-08 13:41:00,51,5,51.0,False,False,True,False,False,False,False,False,True
1000000281,IL,2025-03-08 20:18:00,2025-03-08 21:00:00,42,7,42.0,False,False,False,True,False,False,False,True,False
1000000282,TX,2025-03-08 06:20:00,2025-03-08 07:32:00,72,2,72.0,False,False,False,False,False,False,False,False,False
1000000283,FL,2025-03-08 09:02:00,2025-03-08 09:53:00,51,8,51.0,False,False,False,True,False,False,False,False,False
1000000284,NC,2025-03-08 07:08:00,2025-03-08 07:57:00,49,8,49.0,True,False,False,False,False,False,False,False,True
1000000285,CA,2025-03-08 20:08:00,2025-03-08 20:48:00,40,7,40.0,False,False,False,True,False,False,False,True,False
1000000286,TX,2025-03-08 06:33:00,2025-03-08 08:29:00,116,9,116.0,True,False,False,False,False,False,False,False,False
1000000287,CA,2025-03-08 18:23:00,2025-03-08 18:43:00,20,9,20.0,False,False,False,False,False,True,False,False,True
1000000288,NC,2025-03-08 11:54:00,2025-03-08 13:38:00,104,10,104.0,False,False,True,False,False,False,False,True,False
1000000289,PA,2025-03-08 13:37:00,2025-03-08 14:00:00,23,6,23.0,False,True,False,False,False,False,False,True,False
1000000290,IL,2025-03-08 11:42:00,2025-03-08 12:40:00,58,9,58.0,False,False,True,False,False,False,True,False,False
1000000291,MI,2025-03-08 12:28:00,2025-03-08 14:19:00,111,5,111.0,False,False,True,False,False,False,True,False,False
1000000292,FL,2025-03-08 19:21:00,2025-03-08 19:30:00,9,5,9.0,False,False,False,False,True,False,False,False,False
1000000293,FL,2025-03-08 16:12:00,2025-03-08 17:45:00,93,0,93.0,False,True,False,False,False,False,False,False,False
1000000294,IL,2025-03-08 06:13:00,2025-03-08 07:02:00,49,2,49.0,False,False,True,False,False,False,True,False,False
1000000295,NC,2025-03-08 06:39:00,2025-03-08 06:52:00,13,10,13.0,False,False,True,False,False,False,True,False,False
1000000296,CA,2025-03-08 10:54:00,2025-03-08 11:16:00,22,3,22.0,False,False,False,True,False,False,False,False,True
1000000297,FL,2025-03-08 13:55:00,2025-03-08 14:48:00,53,3,53.0,False,False,False,False,False,False,False,False,False
1000000298,CA,2025-03-08 14:05:00,2025-03-08 15:11:00,66,9,66.0,False,False,False,False,False,True,False,False,False
1000000299,NY,2025-03-08 12:36:00,2025-03-08 12:48:00,12,4,12.0,False,False,True,False,False,False,True,False,False
1000000300,GA,2025-03-08 13:18:00,2025-03-08 14:01:00,43,6,43.0,False,False,False,False,False,True,True,False,False
1000000301,TX,2025-03-08 08:46:00,2025-03-08 09:16:00,30,0,30.0,True,False,False,False,False,False,True,False,False
1000000302,TX,2025-03-08 06:56:00,2025-03-08 08:08:00,72,7,72.0,False,False,False,False,False,False,True,False,False
1000000303,FL,2025-03-08 16:50:00,2025-03-08 18:09:00,79,3,79.0,False,True,False,False,False,False,False,True,False
1000000304,PA,2025-03-08 07:48:00,2025-03-08 08:53:00,65,5,65.0,False,False,False,False,True,False,False,False,False
1000000305,NY,2025-03-08 20:46:00,2025-03-08 21:57:00,71,1,71.0,False,False,False,False,False,False,False,False,True
1000000306,GA,2025-03-08 15:55:00,2025-03-08 16:32:00,37,1,37.0,False,False,False,False,True,False,False,False,False
1000000307,FL,2025-03-08 14:12:00,2025-03-08 14:23:00,11,1,11.0,True,False,False,False,False,False,False,False,False
1000000308,PA,2025-03-08 20:13:00,2025-03-08 21:43:00,90,1,90.0,False,True,False,False,False,False,False,True,False
1000000309,MI,2025-03-08 17:24:00,2025-03-08 18:09:00,45,0,45.0,False,False,False,False,False,False,False,False,True
1000000310,FL,2025-03-08 07:38:00,2025-03-08 07:56:00,18,5,18.0,False,False,False,False,False,False,False,True,False
1000000311,PA,2025-03-08 12:56:00,2025-03-08 13:54:00,58,7,58.0,False,False,False,False,False,False,False,False,True
1000000312,IL,2025-03-08 14:55:00,2025-03-08 16:10:00,75,4,75.0,False,False,False,False,False,True,False,False,False
1000000313,NC,2025-03-08 06:21:00,2025-03-08 07:00:00,39,8,39.0,False,False,False,False,True,False,False,False,False
1000000314,NY,2025-03-08 16:35:00,2025-03-08 17:29:00,54,4,54.0,True,False,False,False,False,False,False,False,False
1000000315,OH,2025-03-08 19:06:00,2025-03-08 19:58:00,52,0,52.0,False,False,True,False,False,False,True,False,False
1000000316,MI,2025-03-08 18:03:00,2025-03-08 19:03:00,60,6,60.0,False,False,True,False,False,False,False,False,True
1000000317,MI,2025-03-08 18:45:00,2025-03-08 19:33:00,48,10,48.0,False,False,False,False,False,True,False,True,False
1000000318,GA,2025-03-08 12:21:00,2025-03-08 13:08:00,47,1,47.0,False,False,False,False,False,False,False,False,False
1000000319,NC,2025-03-08 16:20:00,2025-03-08 17:44:00,84,8,84.0,True,False,False,False,False,False,False,False,True
1000000320,CA,2025-03-08 15:49:00,2025-03-08 16:11:00,22,1,22.0,False,True,False,False,False,False,False,False,True
1000000321,OH,2025-03-08 17:13:00,2025-03-08 18:04:00,51,0,51.0,False,False,False,False,False,True,True,False,False
1000000322,CA,2025-03-08 06:05:00,2025-03-08 07:27:00,82,1,82.0,False,False,False,True,False,False,False,False,False
1000000323,MI,2025-03-08 09:00:00,2025-03-08 10:58:00,118,3,118.0,False,False,False,False,True,False,False,True,False
1000000324,TX,2025-03-08 10:33:00,2025-03-08 12:06:00,93,2,93.0,False,False,False,False,False,True,False,False,True
1000000325,NC,2025-03-08 15:15:00,2025-03-08 17:02:00,107,8,107.0,False,False,True,False,False,False,False,True,False
1000000326,CA,2025-03-08 14:12:00,2025-03-08 15:26:00,74,9,74.0,True,False,False,False,False,False,False,False,False
1000000327,TX,2025-03-08 15:09:00,2025-03-08 15:33:00,24,8,24.0,False,False,False,False,False,False,False,False,True
1000000328,TX,2025-03-08 14:35:00,2025-03-08 15:23:00,48,0,48.0,False,False,True,False,False,False,False,True,False
1000000329,MI,2025-03-08 10:06:00,2025-03-08 11:59:00,113,3,113.0,False,True,False,False,False,False,False,False,True
1000000330,TX,2025-03-08 13:05:00,2025-03-08 14:21:00,76,3,76.0,False,False,False,False,False,True,False,False,False
1000000331,PA,2025-03-08 09:11:00,2025-03-08 09:59:00,48,5,48.0,False,False,False,False,False,False,False,True,False
1000000332,TX,2025-03-08 06:10:00,2025-03-08 07:41:00,91,10,91.0,True,False,False,False,False,False,False,True,False
1000000333,TX,2025-03-08 08:03:00,2025-03-08 09:30:00,87,7,87.0,False,False,False,False,False,False,True,False,False
1000000334,PA,2025-03-08 08:34:00,2025-03-08 10:28:00,114,9,114.0,False,False,False,False,False,True,False,True,False
1000000335,OH,2025-03-08 15:16:00,2025-03-08 16:41:00,85,8,85.0,False,True,False,False,False,False,False,False,False
1000000336,FL,2025-03-08 10:04:00,2025-03-08 11:00:00,56,6,56.0,False,False,False,False,True,False,False,True,False
1000000337,NC,2025-03-08 07:30:00,2025-03-08 08:43:00,73,2,73.0,False,False,False,False,False,True,False,False,True
1000000338,TX,2025-03-08 06:44:00,2025-03-08 08:42:00,118,4,118.0,False,False,False,False,False,False,False,True,False
1000000339,NY,2025-03-08 17:25:00,2025-03-08 18:36:00,71,5,71.0,False,False,False,False,False,False,False,False,False
1000000340,TX,2025-03-08 15:45:00,2025-03-08 17:13:00,88,2,88.0,False,False,False,False,False,False,False,True,False
1000000341,IL,2025-03-08 12:20:00,2025-03-08 14:19:00,119,1,119.0,False,False,False,True,False,False,False,True,False
1000000342,NY,2025-03-08 13:48:00,2025-03-08 15:05:00,77,2,77.0,False,True,False,False,False,False,False,False,False
1000000343,MI,2025-03-08 12:41:00,2025-03-08 13:48:00,67,9,67.0,False,False,False,False,False,False,True,False,False
1000000344,CA,2025-03-08 13:06:00,2025-03-08 13:44:00,38,1,38.0,False,False,False,False,False,True,False,True,False
1000000345,TX,2025-03-08 07:05:00,2025-03-08 08:26:00,81,10,81.0,True,False,False,False,False,False,False,False,False
1000000346,CA,2025-03-08 20:17:00,2025-03-08 21:49:00,92,6,92.0,False,False,False,False,False,False,True,False,False
1000000347,PA,2025-03-08 07:17:00,2025-03-08 07:32:00,15,0,15.0,False,False,True,False,False,False,False,True,False
1000000348,CA,2025-03-08 08:04:00,2025-03-08 08:12:00,8,4,8.0,False,False,False,False,True,False,True,False,False
1000000349,MI,2025-03-08 13:41:00,2025-03-08 14:20:00,39,1,39.0,False,True,False,False,False,False,True,False,False
1000000350,CA,2025-03-08 06:28:00,2025-03-08 06:56:00,28,2,28.0,False,False,False,True,False,False,True,False,False
1000000351,NC,2025-03-08 11:56:00,2025-03-08 12:12:00,16,7,16.0,False,False,False,False,False,True,True,False,False
1000000352,NY,2025-03-08 09:41:00,2025-03-08 11:18:00,97,5,97.0,False,False,False,False,True,False,False,False,False
1000000353,PA,2025-03-08 08:18:00,2025-03-08 09:16:00,58,2,58.0,True,False,False,False,False,False,True,False,False
1000000354,CA,2025-03-08 10:27:00,2025-03-08 11:28:00,61,10,61.0,False,False,True,False,False,False,False,True,False
1000000355,NC,2025-03-08 13:13:00,2025-03-08 13:50:00,37,2,37.0,False,False,False,False,True,False,False,False,False
1000000356,MI,2025-03-08 19:11:00,2025-03-08 20:09:00,58,8,58.0,False,False,False,False,False,True,False,True,False
1000000357,NC,2025-03-08 18:33:00,2025-03-08 19:12:00,39,0,39.0,True,False,False,False,False,False,False,False,False
1000000358,CA,2025-03-08 13:10:00,2025-03-08 14:52:00,102,4,102.0,False,True,False,False,False,False,False,False,True
1000000359,GA,2025-03-08 16:54:00,2025-03-08 18:13:00,79,2,79.0,False,False,False,False,True,False,False,False,False
1000000360,FL,2025-03-08 10:33:00,2025-03-08 11:15:00,42,9,42.0,False,False,True,False,False,False,False,True,False
1000000361,NY,2025-03-08 13:14:00,2025-03-08 14:54:00,100,4,100.0,True,False,False,False,False,False,True,False,False
1000000362,CA,2025-03-08 16:58:00,2025-03-08 17:12:00,14,4,14.0,True,False,False,False,False,False,False,False,False
1000000363,OH,2025-03-08 07:19:00,2025-03-08 08:58:00,99,5,99.0,False,False,False,False,True,False,True,False,False
1000000364,TX,2025-03-08 07:17:00,2025-03-08 08:43:00,86,9,86.0,False,False,False,False,False,True,False,False,True
1000000365,GA,2025-03-08 06:58:00,2025-03-08 08:56:00,118,5,118.0,False,False,True,False,False,False,False,False,True
1000000366,NY,2025-03-08 07:46:00,2025-03-08 09:23:00,97,10,97.0,True,False,False,False,False,False,False,False,False
1000000367,FL,2025-03-08 10:08:00,2025-03-08 11:50:00,102,2,102.0,False,False,False,True,False,False,False,False,False
1000000368,MI,2025-03-08 16:49:00,2025-03-08 18:04:00,75,10,75.0,False,False,False,True,False,False,False,True,False
1000000369,FL,2025-03-08 06:59:00,2025-03-08 08:06:00,67,4,67.0,False,False,True,False,False,False,False,False,False
1000000370,TX,2025-03-08 18:18:00,2025-03-08 20:11:00,113,7,113.0,False,False,False,False,False,False,False,False,True
1000000371,CA,2025-03-08 07:32:00,2025-03-08 07:53:00,21,5,21.0,False,False,False,False,False,False,False,False,True
1000000372,NY,2025-03-08 11:23:00,2025-03-08 11:53:00,30,5,30.0,False,True,False,False,False,False,False,True,False
1000000373,FL,2025-03-08 15:30:00,2025-03-08 16:19:00,49,3,49.0,False,True,False,False,False,False,False,False,False
1000000374,NC,2025-03-08 20:03:00,2025-03-08 21:44:00,101,0,101.0,False,False,False,False,False,False,False,True,False
1000000375,TX,2025-03-08 16:31:00,2025-03-08 16:38:00,7,8,7.0,False,False,False,False,False,False,False,True,False
1000000376,OH,2025-03-08 13:27:00,2025-03-08 13:58:00,31,3,31.0,False,False,False,False,False,True,False,True,False
1000000377,IL,2025-03-08 06:36:00,2025-03-08 08:32:00,116,8,116.0,False,False,False,False,False,False,False,False,False
1000000378,MI,2025-03-08 09:52:00,2025-03-08 10:49:00,57,8,57.0,False,False,False,False,False,True,False,False,False
1000000379,FL,2025-03-08 19:21:00,2025-03-08 21:05:00,104,3,104.0,False,False,False,False,False,False,False,False,True
1000000380,TX,2025-03-08 15:34:00,2025-03-08 17:05:00,91,8,91.0,False,True,False,False,False,False,False,True,False
1000000381,NY,2025-03-08 20:14:00,2025-03-08 22:12:00,118,3,118.0,False,False,False,False,False,False,False,False,False
1000000382,TX,2025-03-08 12:05:00,2025-03-08 13:52:00,107,7,107.0,False,False,False,False,False,True,False,False,True
1000000383,OH,2025-03-08 12:28:00,2025-03-08 13:13:00,45,8,45.0,False,False,False,False,False,False,True,False,False
1000000384,CA,2025-03-08 20:07:00,2025-03-08 21:29:00,82,7,82.0,False,False,False,False,False,True,True,False,False
1000000385,IL,2025-03-08 11:35:00,2025-03-08 13:14:00,99,6,99.0,False,False,False,False,False,False,False,False,False
1000000386,GA,2025-03-08 18:06:00,2025-03-08 19:53:00,107,9,107.0,True,False,False,False,False,False,False,False,True
1000000387,FL,2025-03-08 13:21:00,2025-03-08 14:53:00,92,4,92.0,False,True,False,False,False,False,False,False,False
1000000388,TX,2025-03-08 20:50:00,2025-03-08 21:50:00,60,8,60.0,False,False,True,False,False,False,True,False,False
1000000389,NY,2025-03-08 12:59:00,2025-03-08 13:30:00,31,1,31.0,False,True,False,False,False,False,False,False,False
1000000390,PA,2025-03-08 17:04:00,2025-03-08 18:41:00,97,5,97.0,False,False,False,True,False,False,False,False,False
1000000391,PA,2025-03-08 11:34:00,2025-03-08 13:16:00,102,3,102.0,False,False,True,False,False,False,True,False,False
1000000392,CA,2025-03-08 07:15:00,2025-03-08 09:13:00,118,0,118.0,False,False,False,False,True,False,False,False,False
1000000393,PA,2025-03-08 15:10:00,2025-03-08 16:58:00,108,1,108.0,False,False,False,False,True,False,False,True,False
1000000394,FL,2025-03-08 11:31:00,2025-03-08 11:49:00,18,5,18.0,False,False,False,False,False,True,False,False,False
1000000395,FL,2025-03-08 17:07:00,2025-03-08 18:48:00,101,5,101.0,False,False,False,False,False,False,False,False,True
1000000396,FL,2025-03-08 08:37:00,2025-03-08 09:23:00,46,4,46.0,False,False,False,False,True,False,False,True,False
1000000397,NC,2025-03-08 15:39:00,2025-03-08 17:03:00,84,8,84.0,False,False,False,False,False,True,False,False,True
1000000398,NC,2025-03-08 09:38:00,2025-03-08 10:09:00,31,9,31.0,False,False,False,False,False,True,False,False,True
1000000399,IL,2025-03-08 09:47:00,2025-03-08 10:18:00,31,2,31.0,True,False,False,False,False,False,False,True,False
1000000400,IL,2025-03-08 20:54:00,2025-03-08 21:34:00,40,9,40.0,False,False,False,True,False,False,True,False,False
1000000401,TX,2025-03-08 10:28:00,2025-03-08 11:38:00,70,1,70.0,True,False,False,False,False,False,False,True,False
1000000402,TX,2025-03-08 17:50:00,2025-03-08 19:27:00,97,10,97.0,False,False,False,False,False,True,True,False,False
1000000403,IL,2025-03-08 13:08:00,2025-03-08 14:52:00,104,5,104.0,False,False,False,False,False,True,False,True,False
1000000404,IL,2025-03-08 19:42:00,2025-03-08 21:01:00,79,7,79.0,False,False,False,False,False,True,False,False,False
1000000405,CA,2025-03-08 18:41:00,2025-03-08 20:40:00,119,1,119.0,True,False,False,False,False,False,False,False,False
1000000406,MI,2025-03-08 17:31:00,2025-03-08 17:38:00,7,3,7.0,False,False,True,False,False,False,True,False,False
1000000407,GA,2025-03-08 15:20:00,2025-03-08 16:27:00,67,8,67.0,False,False,False,False,False,True,False,False,False
1000000408,NC,2025-03-08 11:05:00,2025-03-08 11:54:00,49,5,49.0,False,False,False,False,True,False,True,False,False
1000000409,OH,2025-03-08 15:37:00,2025-03-08 16:52:00,75,9,75.0,False,True,False,False,False,False,False,True,False
1000000410,PA,2025-03-08 09:44:00,2025-03-08 10:30:00,46,10,46.0,False,False,False,False,False,True,False,False,False
1000000411,IL,2025-03-08 17:25:00,2025-03-08 18:57:00,92,4,92.0,False,False,False,False,False,False,False,False,False
1000000412,FL,2025-03-08 15:29:00,2025-03-08 16:43:00,74,5,74.0,False,False,False,True,False,False,True,False,False
1000000413,PA,2025-03-08 09:16:00,2025-03-08 09:26:00,10,5,10.0,False,False,False,False,True,False,False,True,False
1000000414,IL,2025-03-08 14:57:00,2025-03-08 16:20:00,83,2,83.0,False,False,False,True,False,False,False,True,False
1000000415,IL,2025-03-08 06:44:00,2025-03-08 06:53:00,9,7,9.0,False,False,False,False,True,False,False,False,True
1000000416,OH,2025-03-08 08:39:00,2025-03-08 10:02:00,83,9,83.0,False,False,True,False,False,False,False,False,False
1000000417,GA,2025-03-08 11:12:00,2025-03-08 12:11:00,59,7,59.0,False,False,False,False,False,True,False,True,False
1000000418,NY,2025-03-08 19:33:00,2025-03-08 20:30:00,57,1,57.0,False,False,False,False,False,False,True,False,False
1000000419,CA,2025-03-08 20:55:00,2025-03-08 22:07:00,72,6,72.0,False,False,False,True,False,False,True,False,False
1000000420,IL,2025-03-08 09:53:00,2025-03-08 11:42:00,109,6,109.0,False,False,False,True,False,False,False,False,True
1000000421,FL,2025-03-08 13:51:00,2025-03-08 15:08:00,77,1,77.0,False,False,True,False,False,False,False,True,False
1000000422,NC,2025-03-08 18:45:00,2025-03-08 19:08:00,23,3,23.0,False,False,True,False,False,False,False,True,False
1000000423,PA,2025-03-08 11:05:00,2025-03-08 12:36:00,91,5,91.0,False,False,False,False,True,False,True,False,False
1000000424,NC,2025-03-08 06:06:00,2025-03-08 07:51:00,105,1,105.0,False,False,True,False,False,False,False,False,False
1000000425,NY,2025-03-08 11:38:00,2025-03-08 12:00:00,22,3,22.0,False,False,True,False,False,False,False,False,True
1000000426,NC,2025-03-08 12:20:00,2025-03-08 13:42:00,82,4,82.0,False,False,False,False,False,False,False,False,True
1000000427,IL,2025-03-08 20:54:00,2025-03-08 21:50:00,56,6,56.0,False,False,False,False,False,True,False,False,False
1000000428,TX,2025-03-08 10:18:00,2025-03-08 10:24:00,6,3,6.0,True,False,False,False,False,False,True,False,False
1000000429,IL,2025-03-08 09:55:00,2025-03-08 10:00:00,5,3,5.0,False,False,False,True,False,False,True,False,False
1000000430,NC,2025-03-08 08:32:00,2025-03-08 10:28:00,116,4,116.0,False,True,False,False,False,False,True,False,False
1000000431,PA,2025-03-08 06:53:00,2025-03-08 08:44:00,111,4,111.0,False,True,False,False,False,False,False,False,True
1000000432,OH,2025-03-08 20:37:00,2025-03-08 21:03:00,26,3,26.0,False,False,True,False,False,False,False,False,False
1000000433,CA,2025-03-08 07:03:00,2025-03-08 08:40:00,97,7,97.0,False,False,False,True,False,False,False,True,False
1000000434,NC,2025-03-08 07:28:00,2025-03-08 08:18:00,50,3,50.0,False,False,False,True,False,False,True,False,False
1000000435,CA,2025-03-08 17:15:00,2025-03-08 17:23:00,8,8,8.0,False,False,False,True,False,False,False,True,False
1000000436,PA,2025-03-08 08:02:00,2025-03-08 08:54:00,52,6,52.0,True,False,False,False,False,False,True,False,False
1000000437,GA,2025-03-08 16:04:00,2025-03-08 17:18:00,74,10,74.0,True,False,False,False,False,False,False,True,False
1000000438,GA,2025-03-08 12:30:00,2025-03-08 13:43:00,73,9,73.0,True,False,False,False,False,False,False,True,False
1000000439,NY,2025-03-08 13:32:00,2025-03-08 14:21:00,49,2,49.0,True,False,False,False,False,False,False,False,True
1000000440,MI,2025-03-08 07:20:00,2025-03-08 08:15:00,55,5,55.0,False,False,False,False,False,False,False,True,False
1000000441,OH,2025-03-08 13:20:00,2025-03-08 15:16:00,116,7,116.0,False,False,False,False,True,False,False,True,False
1000000442,GA,2025-03-08 11:36:00,2025-03-08 11:47:00,11,6,11.0,False,False,False,False,True,False,False,False,False
1000000443,FL,2025-03-08 12:49:00,2025-03-08 13:19:00,30,0,30.0,False,False,False,True,False,False,False,False,False
1000000444,OH,2025-03-08 17:00:00,2025-03-08 17:24:00,24,8,24.0,False,False,False,False,False,True,False,True,False
1000000445,MI,2025-03-08 20:06:00,2025-03-08 21:35:00,89,8,89.0,False,False,False,False,False,True,True,False,False
1000000446,IL,2025-03-08 17:40:00,2025-03-08 19:23:00,103,5,103.0,False,False,False,False,False,True,False,True,False
1000000447,IL,2025-03-08 13:51:00,2025-03-08 14:09:00,18,2,18.0,True,False,False,False,False,False,False,False,True
1000000448,PA,2025-03-08 13:47:00,2025-03-08 14:43:00,56,6,56.0,False,False,False,True,False,False,False,False,False
1000000449,NY,2025-03-08 10:27:00,2025-03-08 12:01:00,94,7,94.0,False,False,False,False,False,False,True,False,False
1000000450,CA,2025-03-08 15:36:00,2025-03-08 15:43:00,7,3,7.0,False,False,False,True,False,False,False,True,False
1000000451,GA,2025-03-08 13:26:00,2025-03-08 14:04:00,38,9,38.0,False,False,True,False,False,False,False,False,True
1000000452,NY,2025-03-08 15:53:00,2025-03-08 15:59:00,6,3,6.0,False,False,True,False,False,False,False,False,True
1000000453,NC,2025-03-08 16:48:00,2025-03-08 17:43:00,55,3,55.0,False,False,False,False,True,False,False,False,True
1000000454,TX,2025-03-08 07:18:00,2025-03-08 07:30:00,12,2,12.0,True,False,False,False,False,False,False,True,False
1000000455,CA,2025-03-08 07:22:00,2025-03-08 08:15:00,53,10,53.0,False,False,False,False,False,False,False,True,False
1000000456,PA,2025-03-08 11:20:00,2025-03-08 13:16:00,116,0,116.0,False,False,False,False,False,False,True,False,False
1000000457,PA,2025-03-08 08:23:00,2025-03-08 09:23:00,60,8,60.0,True,False,False,False,False,False,False,False,False
1000000458,CA,2025-03-08 08:34:00,2025-03-08 08:57:00,23,6,23.0,False,False,False,False,True,False,True,False,False
1000000459,IL,2025-03-08 19:31:00,2025-03-08 20:37:00,66,2,66.0,False,False,False,False,False,True,False,True,False
